id,post_message,link_title,affluence_index,likes,comments,shares,link,muslim_prop,male_prop,age_index
26781952138_10155600009202139,Can't believe? Read this...,Here comes a cellphone that works without batteries,2.03,647,12,130,http://www.gadgetsnow.com/computing/here-comes-a-cellphone-that-works-without-batteries/articleshow/59474820.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,6.88%,89.98%,0.37
26781952138_10155600013697139,West Bengal CM Mamata Banerjee demanded judicial inquiry into the riot incidents at Baduria and Basirhat.,"Centre not cooperating to maintain law and order in West Bengal, says Mamata Banerjee",2.03,727,307,46,http://timesofindia.indiatimes.com/india/west-bengal-unrest-centre-not-cooperating-to-maintain-law-and-order-says-mamata-banerjee/articleshow/59503079.cms?utm_source=facebook.com&utm_medium=referral&utm_term=b&utm_campaign=TOI&utm_content=om-bm,15.31%,90.62%,0.38
26781952138_10155600024087139,The second seed Djokovic appeared to be struggling with an arm injury,Djokovic retires hurt against Berdych in Wimbledon quarter-final,2.03,259,5,4,http://timesofindia.indiatimes.com/sports/tennis/wimbledon-2017/djokovic-retires-hurt-against-berdych-in-wimbledon-quarter-final/articleshow/59566639.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.08%,82.83%,0.35
26781952138_10155600025997139,,8 sex lessons 'Game of Thrones' taught us,2.03,376,23,6,http://timesofindia.indiatimes.com/life-style/relationships/8-sex-lessons-Game-of-Thrones-taught-us/photostory/59470163.cms?utm_source=facebook.com&utm_medium=referral&utm_term=b&utm_campaign=TOI&utm_content=om-bm,13.37%,81.93%,0.35
26781952138_10155600030277139,,Man eloping with lover dies in accident,2.03,162,17,8,http://timesofindia.indiatimes.com/city/chennai/man-eloping-with-lover-dies-in-accident/articleshow/59483789.cms?utm_source=facebook.com&utm_medium=referral&utm_term=b&utm_campaign=lifestyle&utm_content=om-bm,16.18%,69.77%,0.37
26781952138_10155600038582139,Surprised?,Pakistan among countries providing 'safe havens' to terrorists: US,2.03,2556,228,116,http://timesofindia.indiatimes.com/india/pakistan-among-countries-providing-safe-havens-to-terrorists-us/articleshow/59670180.cms?utm_source=facebook.com&utm_medium=referral&utm_term=a&utm_campaign=TOI&utm_content=om-bm,7.91%,91.77%,0.37
26781952138_10155600040887139,"Afer ONGC buys government stake, HPCL will become a subsidiary of India's largest oil producer.",Cabinet gives nod for sale of stake in HPCL to ONGC,2.03,193,3,4,http://timesofindia.indiatimes.com/business/india-business/india-allows-ongc-to-buy-out-govt-stake-in-refiner-hpcl-source/articleshow/59668414.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,13.40%,79.67%,0.37
26781952138_10155600044462139,"China betrayed Nehru, would behave similarly with the NDA government if it let its guard down: Mulayam Singh Yadav",Opposition backs Centre’s stand on Doklam border standoff,2.03,1384,18,43,http://timesofindia.indiatimes.com/india/opposition-backs-centres-stand-on-doklam-border-standoff/articleshow/59602290.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,4.38%,94.04%,0.37
26781952138_10155600047762139,"Cyborgs like ""Terminators"", or even ""Ironman"" for that matter, may still figure only in the realm of fiction or reel life.",Armed forces want officers to be hi-tech warriors after B Tech degrees,2.03,986,20,26,http://timesofindia.indiatimes.com/india/armed-forces-want-officers-to-be-hi-tech-warriors-after-b-tech-degrees/articleshow/59583674.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,5.96%,92.96%,0.35
26781952138_10155600076872139,Shah Rukh Khan: Now I realise that my entire career is made up of good music and memorable songs,Shah Rukh Khan: A day will never come in our industry when there will be no song in our films,2.04,295,4,1,http://www.misskyra.com/celebs/shah-rukh-khan-a-day-will-never-come-in-our-industry-when-there-will-be-no-song-in-our-films/articleshow/59589172.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.74%,47.81%,0.35
26781952138_10155600080127139,,Video: Pakistani toddler gets a new lease of life at Noida hospital,2.04,632,69,9,http://timesofindia.indiatimes.com/videos/city/delhi/pakistani-toddler-gets-a-new-lease-of-life-at-noida-hospital/videoshow/59671837.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.97%,79.01%,0.37
26781952138_10155600090512139,,Airtel subscribers experience service disruption in Delhi-NCR,2.04,241,49,6,http://timesofindia.indiatimes.com/city/delhi/airtel-subscribers-experience-service-disruption-in-delhi-ncr/articleshow/59488569.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.05%,75.64%,0.34
26781952138_10155600096602139,"YourDost, an online counselling and emotional wellness platform, launched a `Fired to Fired Up' session last month to deal with the surge in distress calls",Increasing layoffs in IT sector leading techies to depression,2.04,220,11,20,http://www.gadgetsnow.com/tech-news/increasing-layoffs-in-it-sector-leading-techies-to-depression/articleshow/59616110.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.73%,81.63%,0.38
26781952138_10155600124007139,The Union ministry for minerals has directed the Telangana State Mineral Development Corporation to explore the limestone reserves in three blocks identified by the Centre,Telangana nodal agency for limestone mining,0.71,35,2,0,http://timesofindia.indiatimes.com/city/hyderabad/telangana-nodal-agency-for-limestone-mining/articleshow/59615000.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,28.57%,82.14%,0.42
26781952138_10155600153007139,Narendra Modi urged leaders from BRICS nations to show leadership in fighting terror,"G20: PM Modi targets Pak, presents 'action agenda' to counter terrorism",2.04,2066,48,37,http://timesofindia.indiatimes.com/india/at-g20-pm-narendra-modi-slams-pakistan-in-strong-message-on-terror-tries-to-rally-nations/articleshow/59497679.cmsAt,4.10%,90.45%,0.37
26781952138_10155600197522139,"TOI Afternoon Newswrap

* Presidential polls: PM Narendra Modi, Amit Shah and other MPs cast their ballot...and more",Video news: All in one minute @ 2pm,2.04,99,4,0,http://timesofindia.indiatimes.com/videos/one-min-news/july/july-17-2017/video-news-all-in-one-minute-2pm/videoshow/59630342.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.20%,72.50%,0.38
26781952138_10155600217662139,Jealous much?,Maanayata Dutt soaking up the sun during her exotic vacation is giving us major vacation goals,2.04,142,15,1,http://photogallery.indiatimes.com/celebs/celeb-themes/celebs-favourite-holiday-spots/manyata-dutt/articleshow/59462825.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,12.10%,81.03%,0.36
26781952138_10155600241332139,Massive Open Online Courses platform will provide quality education.,Education to go digital with 'Swayam',2.04,140,7,11,http://timesofindia.indiatimes.com/home/education/education-to-go-digital-with-swayam/articleshow/59509319.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,5.83%,82.08%,0.39
26781952138_10155600261052139,,"Video: Trump, Putin hold first face-to-face meeting",2.04,165,1,2,http://timesofindia.indiatimes.com/videos/news/trump-putin-hold-first-face-to-face-meeting/videoshow/59499018.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,7.52%,94.70%,0.36
26781952138_10155600306977139,#TopNews,"JD(U), RJD head for split over Tejashwi",2.04,433,4,14,http://timesofindia.indiatimes.com/india/jdu-rjd-at-breakpoint-over-tejashwi/articleshow/59585384.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,6.95%,93.91%,0.37
26781952138_10155600403847139,,Video: Manyata Dutt upset with Sanjay Dutt?,2.04,920,28,4,http://timesofindia.indiatimes.com/videos/celebs/manyata-dutt-upset-with-sanjay-dutt/videoshow/59582530.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.60%,72.57%,0.37
26781952138_10155600405477139,A steady line of supplies is being maintained for the soldiers.,"Doklam stand-off: Indian troops pitch tents, get ready for long haul",2.04,2177,30,46,http://timesofindia.indiatimes.com/india/border-row-indian-army-getting-ready-for-long-haul-in-doklam/articleshow/59512901.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,5.37%,93.50%,0.36
26781952138_10155600419022139,Over half of India’s spam calls (54%) originated from telecom operators,Indians get most spam calls in the world,2.04,229,15,12,http://timesofindia.indiatimes.com/india/indians-get-most-spam-calls-in-the-world/articleshow/59610741.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.57%,78.66%,0.38
26781952138_10155600444752139,,Video: Special children enthrall audience at drama competition in Goa,2.04,88,4,1,http://timesofindia.indiatimes.com/videos/news/special-children-enthrall-audience-at-drama-competition-in-goa/videoshow/59669919.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,15.56%,64.10%,0.40
26781952138_10155600472182139,"Hizbul Mujahideen leader Burhan Wani was killed in an encounter with security forces on July 8, 2016",Social media sites blocked in Kashmir Valley ahead of Burhan Wani's death anniversary,2.05,825,168,36,http://timesofindia.indiatimes.com/india/social-media-sites-blocked-in-kashmir-valley-ahead-of-burhan-wanis-death-anniversary/articleshow/59474617.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.20%,89.81%,0.38
26781952138_10155600477887139,,"Video: Dressing room is like a temple, team’s details won’t be leaked, says Ravi Shastri",2.05,430,36,5,http://timesofindia.indiatimes.com/videos/sports/cricket/dressing-room-is-like-a-temple-teams-details-wont-be-leaked-ravi-shastri/videoshow/59563522.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.06%,85.12%,0.37
26781952138_10155600478012139,"Commander-inchief of Myanmar armed forces is slated to meet PM, Arun Jaitley and NSA Ajit Doval on July 14",Red carpet for Burma military chief,2.05,2535,29,54,http://timesofindia.indiatimes.com/india/red-carpet-for-burma-military-chief/articleshow/59497877.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,4.58%,94.08%,0.37
26781952138_10155600503722139,Big disclosure on Aadhaar,210 government websites found leaking your details,2.05,484,28,271,http://www.gadgetsnow.com/tech-news/big-disclosure-on-aadhaar-210-government-websites-found-leaking-your-details/articleshow/59666807.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,15.07%,84.19%,0.38
26781952138_10155600512467139,"The FIR names Lalu Prasad, Rabri, son Tejashwi, wife of Lalu's close aide, proprietors of a hotel group and IRCTC ex-official","CBI raids Lalu Prasad and family, files fresh corruption case",2.05,478,46,25,http://timesofindia.indiatimes.com/city/patna/cbi-raids-lalu-family-for-amassing-benami-assets/articleshow/59496430.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,5.43%,87.34%,0.38
26781952138_10155600513752139,,Pak must be held accountable for working against US interests',2.05,436,23,4,http://timesofindia.indiatimes.com/world/us/pak-must-be-held-accountable-for-working-against-us-interests/articleshow/59557337.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.62%,92.62%,0.37
26781952138_10155600514132139,The luxury sedan in its fourth generation brings to the fore several design elements as well as a hybrid powertrain.,"New Audi A8 officially unveiled, India launch expected in 2019 - Times of India",2.05,320,2,7,http://timesofindia.indiatimes.com/auto/cars/new-audi-a8-officially-unveiled-india-launch-expected-in-2019/articleshow/59545370.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.27%,71.88%,0.36
26781952138_10155600528357139,Let's understand what Form 16 exactly is.,How to file income tax returns if you don’t have Form 16,2.05,165,4,50,http://timesofindia.indiatimes.com/business/india-business/how-to-file-income-tax-returns-if-you-dont-have-form-16/articleshow/59556541.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.19%,81.75%,0.39
26781952138_10155600542727139,,"30,000 admissions done, can’t revise JEE merit list: IIT to SC",2.05,748,3,14,http://timesofindia.indiatimes.com/home/education/news/30000-admissions-done-cant-revise-jee-merit-list-after-scrapping-bonus-marks-iit-tells-sc/articleshow/59477721.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.68%,86.57%,0.34
26781952138_10155600558132139,Watch the video here,What happens when Shah Rukh Khan turns into Spider-Man!,-0.45,45,3,1,http://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/watch-what-happens-when-shah-rukh-khan-turns-into-spider-man/articleshow/59487012.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,35.90%,82.35%,0.39
26781952138_10155600567202139,#BigNews,"Will keep punishing you for LoC misadventures, India warns Pakistan",2.05,2588,95,67,http://timesofindia.indiatimes.com/india/will-keep-punishing-you-for-loc-misadventures-india-warns-pakistan/articleshow/59640681.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.35%,93.29%,0.36
26781952138_10155600571482139,,Video: Chennai Rail Museum opens new gallery showcasing glorious heritage of Indian Rail,2.05,282,1,5,http://timesofindia.indiatimes.com/videos/city/chennai/chennai-rail-museum-opens-new-gallery-showcasing-glorious-heritage-of-indian-rail/videoshow/59531525.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.62%,77.35%,0.38
26781952138_10155600576627139,"Cardinal returns to Australia to face sexual assault charges 

Read more: http://toi.in/EtvgWZ",,3.29,20,1,2,https://www.facebook.com/TimesofIndia/videos/10155589272627139/,5.56%,82.35%,0.41
26781952138_10155600587802139,Twitter was abuzz in Pakistan with #Fontgate,How a Microsoft font may bring down Pakistan's Nawaz Sharif govt - Times of India,2.05,1533,40,150,http://timesofindia.indiatimes.com/world/pakistan/how-an-microsoft-word-font-may-bring-down-pakistans-nawaz-sharif-govt/articleshow/59543697.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.47%,90.49%,0.36
26781952138_10155600623422139,Oscar-winning actress Jennifer Lawrence steals your heart with her stunning looks,35 hottest Jennifer Lawrence photos ever,2.05,1894,13,9,http://photogallery.indiatimes.com/celebs/international/35-hottest-jennifer-lawrence-photos-ever/articleshow/57357770.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.05%,84.81%,0.35
26781952138_10155600633742139,Bhutan is not the sole sufferer.,How China is bullying other nations too,2.05,385,42,46,http://timesofindia.indiatimes.com/india/bhutan-not-the-sole-sufferer-beijing-is-bullying-other-nations-too/articleshow/59487241.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.05%,93.14%,0.39
26781952138_10155600689387139,"While PM Modi shook hands with Gowda, Yadav, Kharge and Thambidurai, he greeted Sonia Gandhi with folded hands","PM Modi walks to Opposition benches, greets Sonia",2.05,644,22,12,http://timesofindia.indiatimes.com/india/pm-modi-walks-to-opposition-benches-greets-sonia/articleshow/59630156.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,6.39%,88.75%,0.37
26781952138_10155600702257139,The startling photographs are the first evidence of inter-species bonding between predators that are normally mortal enemies.,Wild lioness photographed nursing leopard cub,2.05,1041,11,37,http://timesofindia.indiatimes.com/home/environment/flora-fauna/wild-lioness-photographed-nursing-leopard-cub/articleshow/59604926.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.49%,74.21%,0.36
